title,price,rating,disk_size,ram,link
"HP 15.6"" Touchscreen Business & Student Laptop Computer, 64GB RAM 2TB SSD, 10-Cores Intel Core i5, Windows 11 Pro Laptop with Microsoft Office Lifetime Suite, PLUSERA Earphones, Silver",3 capacities,3.9,2 TB,64 GB,https://amazon.com//HP-Touchscreen-Business-Microsoft-Earphones/dp/B0DRW64MLF/ref=sr_1_21?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050672&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-21
HP Ultralight 14 inch Laptop with Intel 4-Core Processor • with Microsoft 365 and Wireless Earbuds • 16GB RAM • 512GB External & 64GB Onboard & 1TB Cloud Storage • HD Display • Pink • Windows 11,3 capacities,4.3,64 GB,-,https://amazon.com//HP-Ultralight-Processor-Microsoft-Wireless/dp/B0DSPQCQ87/ref=sr_1_12?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050383&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-12
"HP 15.6"" Portable Laptop (Include 1 Year Microsoft 365), HD Display, Intel Quad-Core N200 Processor, 16GB RAM, 128GB Storage, Wi-Fi 5, Webcam, HDMI, Numeric Keypad, Windows 11 Home, Red",5 capacities,4.2,128 GB,16 GB,https://amazon.com//HP-Portable-Microsoft-Quad-Core-Processor/dp/B0CPGKT77T/ref=sr_1_23?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050487&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-23
"HP 15.6"" Business Laptop, Free Microsoft Office 2024 Lifetime License, Copilot AI Chat, HD Touchscreen Display, Intel 6-Core i3-1215U 4.4 GHz, 16GB RAM, 1TB SSD, Long Battery Life, Windows 11 Pro",$427.90,4.1,1 TB,16 GB,https://amazon.com//HP-Business-Microsoft-Lifetime-Touchscreen/dp/B0CWN27G3V/ref=sr_1_16?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050628&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-16
"Lenovo V15 Laptop | 32GB RAM | 1TB PCIe SSD | Intel Celeron N4500 Processor | Intel UHD Graphics | 15.6"" FHD 1080p Anti-Glare Display | Ethernet Port RJ-45 | Windows 11 Pro | WOWPC Recovery USB",$399.99,4.4,1 TB,-,https://amazon.com//Lenovo-V15-Processor-Graphics-Anti-Glare/dp/B0DRWCK964/ref=sr_1_15?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050584&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-15
"ASUS ROG Strix G16 Gaming Laptop, 16” 16:10 FHD 165Hz Display, NVIDIA® GeForce RTX™ 4060, Intel Core i7-13650HX, 16GB DDR5, 1TB PCIe Gen4 SSD, Wi-Fi 6E, Windows 11, G614JV-AS74","$1,399.99",4.3,1 TB,16 GB,https://amazon.com//ASUS-ROG-Strix-Gaming-Laptop/dp/B0CRDCXRK2/ref=sr_1_24?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050522&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-24
"ASUS Lightweight 15.5"" Full HD Laptop, Windows 11 Home OS, Intel Celeron Processor Up to 2.76GHz, 4GB LPDDR4, 128GB SSD, Backlit Keyboard, Dark Gray (Renewed)",$162.99,4.0,128 GB,4,https://amazon.com//ASUS-Lightweight-15-5-Laptop-Processor/dp/B0D6PHQVSV/ref=sr_1_19?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050383&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-19
HP Ultralight 14 inch Laptop with Intel 4-Core Processor • with Microsoft 365 and Wireless Earbuds • 16GB RAM • 512GB External & 64GB Onboard & 1TB Cloud Storage • HD Display • Pink • Windows 11,3 capacities,4.3,64 GB,-,https://amazon.com//HP-Ultralight-Processor-Microsoft-Wireless/dp/B0DSPQCQ87/ref=sr_1_12?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050647&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-12
"HP 14"" LED Business Laptop Computer, 16GB RAM 320GB Storage (64GB eMMC+256GB SD Card), Intel Quad-Core N4120, Windows 11 S Laptop with 1-Year Microsoft Office 365, PLUSERA Earphones, White",3 capacities,4.2,320 GB,16 GB,https://amazon.com//HP-14-Quad-Core-Microsoft-Earphones/dp/B0DH6TBYGP/ref=sr_1_4?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxJUxVfC0P1nJP8kiDqX1dkY.YOsaY8Lz5oFubxfwI6u2qSSutUI5kXVsyhPx632XavI&dib_tag=se&keywords=laptop&qid=1739050350&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-4
"ASUS Lightweight 15.5"" Full HD Laptop, Windows 11 Home OS, Intel Celeron Processor Up to 2.76GHz, 4GB LPDDR4, 128GB SSD, Backlit Keyboard, Dark Gray (Renewed)",$162.99,4.0,128 GB,4,https://amazon.com//ASUS-Lightweight-15-5-Laptop-Processor/dp/B0D6PHQVSV/ref=sr_1_19?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050504&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-19
"HP 15.6"" Business Laptop, Free Microsoft Office 2024 Lifetime License, Copilot AI Chat, HD Touchscreen Display, Intel 6-Core i3-1215U 4.4 GHz, 16GB RAM, 1TB SSD, Long Battery Life, Windows 11 Pro",$427.90,4.1,1 TB,16 GB,https://amazon.com//HP-Business-Microsoft-Lifetime-Touchscreen/dp/B0CWN27G3V/ref=sr_1_16?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050350&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-16
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",$169.37,4.1,64 GB,4 GB,https://amazon.com//HP-Micro-edge-Microsoft-14-dq0040nr-Snowflake/dp/B0947BJ67M/ref=sr_1_1?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050672&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-1
"HP 14"" Snow White Laptop | Thin, Lightweight, & Powerful | 16GB RAM | 512GB External Storage | 64GB Onboard | Free AI Enabled Microsoft 365 | Intel Core | Windows 11 Copilot w/Wireless Earbuds",$299.99,4.7,64 GB,16 GB,https://amazon.com//HP-14-Lightweight-Powerful-Microsoft/dp/B0DB6JWDX2/ref=sr_1_8?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050647&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-8
ASUS E410 Intel Celeron N4020 4GB 64GB 14-Inch HD LED Win 10 Laptop (Star Black),2 capacities,4.0,64 GB,4 GB,https://amazon.com//Intel-Celeron-N4020-14-Inch-Laptop/dp/B09YRY6QCX/ref=sr_1_5?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050658&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-5
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Black",4 capacities,4.3,128 GB,16 GB,https://amazon.com//HP-Stream-BrightView-N4120-Graphics/dp/B0CZKS6XHB/ref=sr_1_7?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050504&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-7
"ASUS Lightweight 15.5"" Full HD Laptop, Windows 11 Home OS, Intel Celeron Processor Up to 2.76GHz, 4GB LPDDR4, 128GB SSD, Backlit Keyboard, Dark Gray (Renewed)",$162.99,4.0,128 GB,4,https://amazon.com//ASUS-Lightweight-15-5-Laptop-Processor/dp/B0D6PHQVSV/ref=sr_1_19?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050584&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-19
HP Ultralight 14 inch Laptop with Intel 4-Core Processor • with Microsoft 365 and Wireless Earbuds • 16GB RAM • 512GB External & 64GB Onboard & 1TB Cloud Storage • HD Display • Pink • Windows 11,3 capacities,4.3,64 GB,-,https://amazon.com//HP-Ultralight-Processor-Microsoft-Wireless/dp/B0DSPQCQ87/ref=sr_1_12?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050545&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-12
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Black",4 capacities,4.3,128 GB,16 GB,https://amazon.com//HP-Stream-BrightView-N4120-Graphics/dp/B0CZKS6XHB/ref=sr_1_7?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050412&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-7
"HP 14"" Snow White Laptop | Thin, Lightweight, & Powerful | 16GB RAM | 512GB External Storage | 64GB Onboard | Free AI Enabled Microsoft 365 | Intel Core | Windows 11 Copilot w/Wireless Earbuds",$299.99,4.7,64 GB,16 GB,https://amazon.com//HP-14-Lightweight-Powerful-Microsoft/dp/B0DB6JWDX2/ref=sr_1_8?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050450&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-8
"Lenovo V15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Hexa-core Processor (Beat Intel i7-1065G7), 16GB RAM, 512GB SSD, HDMI, RJ45, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black",5 capacities,4.3,512 GB,16 GB,https://amazon.com//Lenovo-V15-Hexa-core-Processor-i7-1065G7/dp/B0CK9JSM3G/ref=sr_1_20?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050522&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-20
